,Title,Published_date,Views,Likes,Comments,Month
1318,Instantaneous Power in AC Circuits,2019-03-16,73895,801,41,Mar
1319,Introduction to Three-Dimensional (3D) Arrays,2019-03-13,270729,5139,173,Mar
1320,Introduction to Two-Dimensional (2D) Arrays,2019-03-09,580044,11755,316,Mar
1321,Phasor Relationship for Capacitor,2019-03-03,44513,516,28,Mar
1322,Introduction to Multidimensional Arrays,2019-02-28,237524,3325,55,Feb
1323,Count Array Elements using sizeof() Operator,2019-02-26,194829,3599,86,Feb
1324,Arrays in C (Solved Problem 2),2019-02-25,274372,4719,184,Feb
1325,Arrays in C (Solved Problem 1),2019-02-08,370865,6285,133,Feb
1326,Designated Initialization of Arrays,2019-02-06,217476,3987,80,Feb
1327,Initializing an Array,2019-02-02,302438,5160,118,Feb
1328,Accessing Array Elements,2019-01-31,296980,4513,77,Jan
1329,Declaration of Array,2019-01-26,332076,4970,69,Jan
1330,Definition of Array,2019-01-25,658842,10725,132,Jan
1331,C Programming (Rapid Fire Quiz-2),2019-01-18,59861,1232,405,Jan
1332,Recursion (Solved Problem 5),2019-01-17,68706,1488,65,Jan
1333,Recursion (Solved Problem 4),2019-01-13,81915,1701,121,Jan
1334,Phasor Relationship for Inductor,2019-01-09,55092,637,35,Jan
1335,Recursion (Solved Problem 3),2019-01-09,82265,1414,50,Jan
1336,Recursion (Solved Problem 2),2019-01-07,104314,1725,64,Jan
1337,Phasor Relationship for Resistor,2019-01-07,55058,619,10,Jan
1338,Recursion (Solved Problem 1),2019-01-06,165232,2868,132,Jan
1339,Phasors (Solved Problem 3),2019-01-05,51729,552,23,Jan
1340,Advantage and Disadvantage of Recursion,2019-01-04,111162,2332,68,Jan
1341,Types of Recursion (Part 2) | Tail & Non-tail Recursion,2019-01-03,218337,4369,372,Jan
1342,Phasors (Solved Problem 2),2019-01-02,73711,899,71,Jan
1343,Types of Recursion (Part 1) | Direct & Indirect Recursion,2019-01-01,223919,4221,153,Jan
1344,Phasors (Solved Problem 1),2018-12-31,80162,824,37,Dec
1345,How to write Recursive Functions,2018-12-30,329485,7091,210,Dec
1346,Phasors,2018-12-28,164724,2396,47,Dec
1347,Sinusoids (Solved Problems),2018-12-19,88418,955,99,Dec
1348,Sinusoids,2018-12-16,135121,1617,19,Dec
1349,Sinusoidal Steady-State Analysis (Introduction),2018-12-13,92767,1003,23,Dec
1350,Recursion in C,2018-12-12,756498,16558,1065,Dec
1351,ABCD−Parameters of Gyrator,2018-12-09,18051,171,37,Dec
1352,ABCD−Parameters of an Ideal Transformer,2018-12-06,30962,276,23,Dec
1353,Two−Port Networks (Solved Problem 8),2018-12-04,21327,159,4,Dec
1354,Static and Dynamic Scoping (Solved Question 2),2018-12-03,77080,1304,98,Dec
1355,Two−Port Networks (Solved Problem 7),2018-12-02,21428,174,68,Dec
1356,Open Circuit & Short Circuit Impedances (In Terms of ABCD-Parameters),2018-11-30,32840,280,37,Nov
1357,Two−Port Networks (Solved Problem 6),2018-11-29,23100,179,29,Nov
1358,Two−Port Networks (Solved Problem 5),2018-11-28,24789,172,10,Nov
1359,Static and Dynamic Scoping (Solved Question 1),2018-11-25,79466,1157,39,Nov
1360,Two−Port Networks (Solved Problem 4),2018-11-24,29684,247,62,Nov
1361,Static and Dynamic Scoping (Part-4),2018-11-23,87083,1395,26,Nov
1362,Two−Port Networks (Solved Problem 3),2018-11-23,43644,391,81,Nov
1363,Static and Dynamic Scoping (Part-3),2018-11-19,125614,1956,359,Nov
1364,Static and Dynamic Scoping (Part-2),2018-11-15,152492,2406,84,Nov
1365,Static and Dynamic Scoping (Part-1),2018-11-10,217720,3308,76,Nov
1366,Two−Port Networks (Solved Problem 2),2018-11-07,38565,341,83,Nov
1367,Two−Port Networks (Solved Problem 1),2018-11-03,47849,496,64,Nov
1368,Bartlett's Bisection Theorem,2018-11-01,36060,324,17,Nov
1369,Two−Port Network (Important Shortcuts),2018-10-31,106514,1224,14,Oct
1370,Sockets in Operating System,2018-10-30,178257,3200,90,Oct
1371,Cascade Interconnection of Two−Port Networks,2018-10-29,81057,900,32,Oct
1372,Parallel−Series Interconnection of Two−Port Networks,2018-10-28,41287,359,10,Oct
1373,Series−Parallel Interconnection of Two−Port Networks,2018-10-28,55163,519,19,Oct
1374,Static Functions in C,2018-10-27,191868,2954,68,Oct
1375,Parallel−Parallel Interconnection of Two−Port Networks,2018-10-26,67988,691,22,Oct
1376,Series−Series Interconnection of Two−Port Networks,2018-10-25,94585,1040,29,Oct
1377,Functions (Solved Question 3),2018-10-23,136925,2654,121,Oct
1378,Condition for Reciprocity in Two−Port Networks (Part 2),2018-10-22,51638,505,15,Oct
1379,Condition for Reciprocity in Two−Port Networks (Part 1),2018-10-21,88381,865,13,Oct
1380,Functions (Solved Question 2),2018-10-20,175926,3055,88,Oct
1381,Condition for Symmetry in Two−Port Networks,2018-10-19,77005,746,15,Oct
1382,Functions (Solved Question 1),2018-10-17,232499,3321,442,Oct
1383,ABCD−Parameters (Solved Problem),2018-10-16,110066,1089,93,Oct
1384,ABCD−Parameters to Z−Parameters Conversion (and vice versa),2018-10-14,117720,1097,23,Oct
1385,ABCD−Parameters (or) Transmission Parameters,2018-10-13,193714,2074,61,Oct
1386,Z−Parameters to g−Parameters Conversion (and vice versa),2018-10-11,52544,434,12,Oct
1387,g−Parameters (or) Inverse Hybrid Parameters,2018-10-10,87061,814,30,Oct
1388,Call By Value & Call By Reference in C,2018-10-08,1073725,27323,635,Oct
1389,h−Parameters (Solved Problem),2018-10-08,151875,1579,150,Oct
1390,Function Definition in C,2018-10-06,362376,6571,152,Oct
1391,h−Parameters to Y−Parameters Conversion (and vice versa),2018-10-06,94468,903,26,Oct
1392,h−Parameters to Z−Parameters Conversion (and vice versa),2018-10-05,145908,1918,91,Oct
1393,h−Parameters (or) Hybrid Parameters,2018-10-04,225209,2430,124,Oct
1394,Y−Parameters (Solved Problem 2),2018-10-03,140837,1265,193,Oct
1395,Message Passing Systems (Part 3),2018-10-03,110170,1680,46,Oct
1396,Y−Parameters (Solved Problem 1),2018-10-01,253621,2332,57,Oct
1397,Function Declaration in C,2018-09-30,383218,5913,116,Sep
1398,Z−Parameters to Y−Parameters Conversion,2018-09-29,159902,1435,20,Sep
1399,Y−Parameters to Z−Parameters Conversion,2018-09-29,175065,1611,25,Sep
1400,Y−Parameters (or) Admittance Parameters,2018-09-27,243026,2652,62,Sep
1401,Z−Parameters (Solved Problem 2),2018-09-27,256260,2605,390,Sep
1402,Z−Parameters (Solved Problem 1),2018-09-26,312175,3464,580,Sep
1403,Z−Parameters (or) Impedance Parameters,2018-09-22,358178,4312,198,Sep
1404,Message Passing Systems (Part 2),2018-09-21,139119,2060,36,Sep
1405,Concept of Symmetry in Two−Port Networks,2018-09-20,95714,906,15,Sep
1406,Introduction to Two−Port Networks,2018-09-18,345960,3626,56,Sep
1407,Introduction to Functions in C,2018-09-18,606431,10040,120,Sep
1408,Message Passing Systems (Part 1),2018-09-16,200462,2646,34,Sep
1409,Special Programs in C − Check If The Number Is Perfect Number,2018-09-14,82950,1486,43,Sep
1410,Shared Memory Systems,2018-09-14,221369,3347,65,Sep
1411,Practice Sheet-1 | Network Theory Basics | Network Theory,2018-09-13,21785,191,25,Sep
1412,Basics of Network Theory (Solved Problem 19),2018-09-13,15347,154,45,Sep
1413,Basics of Network Theory (Solved Problem 17),2018-09-11,12220,104,33,Sep
1414,Basics of Network Theory (Solved Problem 18),2018-09-11,12973,133,33,Sep
1415,Special Programs in C − Check Leap Year,2018-09-11,84667,1434,74,Sep
1416,Basics of Network Theory (Solved Problem 16),2018-09-10,12134,121,46,Sep
1417,Special Programs in C − Calculating Power of an Integer,2018-09-09,68861,1091,56,Sep
1418,Basics of Network Theory (Solved Problem 15),2018-09-07,13923,133,55,Sep
1419,Special Programs in C − Binary to Decimal Conversion,2018-09-06,194098,3315,96,Sep
1420,Basics of Network Theory (Solved Problem 14),2018-09-05,13070,147,50,Sep
1421,Special Programs in C − Floyd's Triangle,2018-09-04,72971,1180,27,Sep
1422,Basics of Network Theory (Solved Problem 13),2018-09-04,12595,124,57,Sep
1423,Special Programs in C − Fibonacci Series,2018-09-03,171817,3269,94,Sep
1424,Basics of Network Theory (Solved Problem 12),2018-09-03,12624,121,48,Sep
1425,Basics of Network Theory (Solved Problem 11),2018-09-02,15166,163,63,Sep
1426,Special Programs in C − Adding Two Numbers Without Using The Plus Operator (Half Adder Method),2018-09-01,82457,1407,63,Sep
1427,Basics of Network Theory (Solved Problem 10),2018-08-31,15444,161,65,Aug
1428,Basics of Network Theory (Solved Problem 9),2018-08-30,18993,155,103,Aug
1429,Basics of Network Theory (Solved Problem 8),2018-08-30,18381,167,37,Aug
1430,Linear and Nonlinear Elements,2018-08-30,50654,691,46,Aug
1431,Basics of Network Theory (Solved Problem 7) | Problem on Bulbs,2018-08-29,18990,218,40,Aug
1432,Basics of Network Theory (Solved Problem 6),2018-08-27,16953,170,49,Aug
1433,Basics of Network Theory (Solved Problem 5),2018-08-27,18677,177,55,Aug
1434,Basics of Network Theory (Solved Problem 4),2018-08-26,25497,229,59,Aug
1435,Solving Simultaneous Equations Using Calculator,2018-08-26,46111,387,22,Aug
1436,Special Programs in C − Adding Two Numbers Without Using The Plus Operator,2018-08-25,95197,1590,139,Aug
1437,Basics of Network Theory (Solved Problem 3),2018-08-25,21904,220,61,Aug
1438,Special Programs in C − Check If The Number Is Prime Number,2018-08-24,117706,1766,106,Aug
1439,Interprocess Communication,2018-08-23,496940,8755,131,Aug
1440,Lumped and Distributed Elements,2018-08-21,62630,744,15,Aug
1441,Operation on Processes – Process Termination,2018-08-21,155232,2468,67,Aug
1442,Bidirectional and Unidirectional Elements,2018-08-20,33708,417,44,Aug
1443,Special Programs in C− Check If The Number Is Strong Number,2018-08-19,94927,1551,64,Aug
1444,Active and Passive Elements,2018-08-18,91995,1284,79,Aug
1445,Special Programs in C− Check If The Number Is Armstrong Number,2018-08-17,184522,3240,126,Aug
1446,Special Programs in C − Check If The Number Is Palindrome Number,2018-08-16,237657,4100,91,Aug
1447,Equivalent Capacitance (Solved Problem 4),2018-08-14,16686,164,12,Aug
1448,Equivalent Capacitance (Solved Problem 3),2018-08-13,24948,245,9,Aug
1449,Equivalent Capacitance (Solved Problem 2),2018-08-13,18124,204,10,Aug
1450,Equivalent Capacitance (Solved Problem 1),2018-08-12,25226,239,69,Aug
1451,Delta to Wye & Wye to Delta Conversion (for Capacitors),2018-08-11,52030,603,21,Aug
1452,Wye (Star) to Delta Conversion,2018-08-10,61384,750,19,Aug
1453,Delta to Wye (Star) Conversion,2018-08-09,125518,1765,36,Aug
1454,Basics of Network Theory (Solved Problem 2),2018-08-08,21818,173,97,Aug
1455,Basics of Network Theory (Solved Problem 1),2018-08-07,36273,307,65,Aug
1456,Equivalent Resistance (Solved Problem 8),2018-08-05,23809,220,93,Aug
1457,Special Programs in C − Pyramid of Stars,2018-08-05,740844,17024,407,Aug
1458,Equivalent Resistance (Solved Problem 7),2018-08-04,22944,246,67,Aug
1459,Balanced Bridge (Solved Problem),2018-08-03,19816,211,20,Aug
1460,Balanced Bridge (With Impedances),2018-08-01,25224,249,20,Aug
1461,Balanced Bridge,2018-08-01,35434,357,15,Aug
1462,Equivalent Resistance of a Cube (Between the Vertices of an Edge),2018-07-31,45571,554,66,Jul
1463,Equivalent Resistance of a Cube (Between the Space Diagonal),2018-07-30,33060,381,15,Jul
1464,Regular Languages & Finite Automata (Solved Problem 6),2018-07-29,107480,895,11,Jul
1465,Equivalent Resistance (Solved Problem 4),2018-07-29,34111,344,117,Jul
1466,Regular Languages & Finite Automata (Solved Problem 5),2018-07-28,105180,912,26,Jul
1467,Calculation of Equivalent Resistance Using Symmetry,2018-07-28,48673,674,44,Jul
1468,Conditionals and Loops (Solved Problem 5),2018-07-27,125804,2256,114,Jul
1469,Operation on Processes – Process Creation,2018-07-27,249701,3373,39,Jul
1470,Equivalent Resistance (Solved Problem 3),2018-07-26,47584,457,130,Jul
1471,Equivalent Resistance (Solved Problem 2),2018-07-25,49721,532,156,Jul
1472,Context Switch,2018-07-25,265028,4881,119,Jul
1473,Equivalent Resistance (Solved Problem 1),2018-07-24,119860,1574,207,Jul
1474,Current Divider Rule,2018-07-23,98831,1180,28,Jul
1475,Voltage Divider Rule,2018-07-22,108140,1411,66,Jul
1476,Process Scheduling,2018-07-20,460250,7310,94,Jul
1477,Series & Parallel Combination of Inductors,2018-07-19,91837,1038,23,Jul
1478,Process Control Block,2018-07-18,382841,6623,91,Jul
1479,Series & Parallel Combination of Capacitors,2018-07-18,47189,509,12,Jul
1480,Series & Parallel Combination of Resistors,2018-07-16,54648,520,15,Jul
1481,Conditionals and Loops (Solved Problem 4),2018-07-13,160505,3204,129,Jul
1482,Supernode Analysis (Solved Problem),2018-07-12,273655,3219,174,Jul
1483,Conditionals and Loops (Solved Problem 3),2018-07-12,143599,2478,347,Jul
1484,Supernode Analysis,2018-07-11,248688,3270,60,Jul
1485,Nodal Analysis (Solved Problem 2),2018-07-10,185372,2189,122,Jul
1486,Regular Languages & Finite Automata (Solved Problem 4),2018-07-10,112895,977,22,Jul
1487,Conditionals and Loops (Solved Problem 2),2018-07-10,154445,2909,115,Jul
1488,Nodal Analysis with Voltage Source,2018-07-09,145707,1706,49,Jul
1489,Process State,2018-07-09,341231,6164,92,Jul
1490,Nodal Analysis (Solved Problem 1),2018-07-09,288240,3547,192,Jul
1491,Conditionals and Loops (Solved Problem 1),2018-07-08,262740,4901,128,Jul
1492,Nodal Analysis,2018-07-07,516503,7387,226,Jul
1493,Supermesh Analysis (Solved Problem),2018-07-06,186151,2455,132,Jul
1494,Supermesh Analysis,2018-07-06,276568,3839,98,Jul
1495,Mesh Analysis with Current Source,2018-07-05,265827,3051,113,Jul
1496,More Insight into Kirchhoff's Voltage Law (KVL),2018-07-05,77936,1138,66,Jul
1497,Mesh Analysis (Solved Problem 2),2018-07-04,153145,1810,47,Jul
1498,Mesh Analysis (Solved Problem 1),2018-07-04,213078,2259,141,Jul
1499,Mesh Analysis,2018-07-03,372542,5732,158,Jul
1500,KCL and KVL (Solved Problem),2018-07-02,191487,1988,121,Jul
1501,Kirchhoff's Voltage Law (KVL),2018-06-30,163843,2340,62,Jun
1502,Process Management (Processes and Threads),2018-06-29,525945,8930,147,Jun
1503,Kirchhoff's Current Law (KCL),2018-06-28,116355,1575,20,Jun
1504,Operating System Generation and System Boot,2018-06-28,139983,2183,44,Jun
1505,"Node, Path, Loop and Branch",2018-06-27,107627,1599,39,Jun
1506,Current & Voltage Source (Important Points),2018-06-27,65636,794,10,Jun
1507,Current Source (Tips & Tricks),2018-06-26,91286,1269,40,Jun
1508,Voltage Source (Tips & Tricks),2018-06-25,132557,1655,41,Jun
1509,Properties of Z-Transform (Final Value Theorem),2018-06-23,81157,718,134,Jun
1510,Ideal and Practical Current Sources,2018-06-23,77255,1012,22,Jun
1511,Ideal and Practical Voltage Sources,2018-06-22,105282,1439,28,Jun
1512,Loop Control Statements − break and continue,2018-06-22,266997,4915,127,Jun
1513,Dependent and Independent Sources,2018-06-21,155005,2214,82,Jun
1514,do-while Loop,2018-06-20,568023,9531,157,Jun
1515,Virtual Machines,2018-06-20,213017,3399,77,Jun
1516,Properties of Z-Transform (Initial Value Theorem),2018-06-20,76128,524,27,Jun
1517,Capacitor (Important Points),2018-06-19,46949,470,13,Jun
1518,Energy Stored in a Capacitor,2018-06-18,42783,418,10,Jun
1519,for and while Loops,2018-06-18,616672,12446,216,Jun
1520,Circuit Elements (Capacitor),2018-06-18,56071,542,21,Jun
1521,Conditionals (Switch),2018-06-17,341241,6958,150,Jun
1522,Inductor (Important Points),2018-06-17,57967,616,17,Jun
1523,Energy Stored in an Inductor,2018-06-16,62856,586,18,Jun
1524,Properties of Z-Transform (Part 5),2018-06-15,85276,530,11,Jun
1525,"Conditionals (if-else, Nested if and else if)",2018-06-15,282509,5478,117,Jun
1526,Properties of Z-Transform (Part 4),2018-06-15,89287,533,15,Jun
1527,Linear and Non-Linear Inductors,2018-06-14,56182,497,13,Jun
1528,Circuit Elements (Inductor),2018-06-14,73220,788,18,Jun
1529,Properties of Z-Transform (Part 3),2018-06-13,99965,612,10,Jun
1530,Properties of Z-Transform (Part 2),2018-06-13,119454,829,18,Jun
1531,Properties of Z-Transform (Part 1),2018-06-13,183884,1431,29,Jun
1532,Discrete Time Energy Signals (Solved Problems),2018-06-12,31800,313,82,Jun
1533,Condition for Existence of Z-Transform,2018-06-12,155166,1219,37,Jun
1534,Introduction to Z-Transform,2018-06-11,535137,4917,115,Jun
1535,Rules of Inference in Propositional Logic (Solved Problem 2),2018-06-11,46507,529,55,Jun
1536,Rules of Inference in Propositional Logic (Solved Problem 1),2018-06-10,67295,671,31,Jun
1537,Discrete Time Signals & Systems (Solved Problem 6),2018-06-09,12418,95,7,Jun
1538,Discrete Time Signals & Systems (Solved Problem 5),2018-06-08,11140,88,5,Jun
1539,Discrete Time Signals & Systems (Solved Problem 4),2018-06-07,12658,104,16,Jun
1540,Discrete Time Signals & Systems (Solved Problem 3),2018-06-06,15611,114,11,Jun
1541,Discrete Time Signals & Systems (Solved Problem 2),2018-06-06,13860,98,1,Jun
1542,Checking The Validity of An Argument (Shortcut Method),2018-06-06,194137,2653,53,Jun
1543,Discrete Time Signals & Systems (Solved Problem 1),2018-06-05,22142,134,6,Jun
1544,Stable & Unstable Discrete Time Systems,2018-06-05,42376,450,30,Jun
1545,Arguments Building Using Rules of Inference (Part 2),2018-06-04,105874,1562,39,Jun
1546,Linear and Non−Linear Discrete Time Systems,2018-06-04,31352,272,54,Jun
1547,Time−Invariant & Time−Variant Discrete Time Systems,2018-06-03,30227,301,42,Jun
1548,Arguments Building Using Rules of Inference (Part 1),2018-06-03,166581,2422,48,Jun
1549,Causal and Non-Causal Discrete Time Systems,2018-06-02,34910,369,51,Jun
1550,Rules of Inference - Definition & Types of Inference Rules,2018-06-01,449623,6830,108,Jun
1551,Static & Dynamic Discrete Time Systems,2018-05-31,32271,325,30,May
1552,Discrete Time Convolution (Tabular Method),2018-05-31,125400,1556,69,May
1553,Discrete Time Convolution,2018-05-30,260493,2223,60,May
1554,Rules of Inference - Basic Terminology,2018-05-30,130757,1843,16,May
1555,Discrete Time Signum Function,2018-05-29,12286,113,9,May
1556,Unit Step & Unit Ramp Sequences,2018-05-28,28434,262,9,May
1557,Unit Impulse Sequence,2018-05-27,25797,281,9,May
1558,Propositional Logic (Solved Problem 7),2018-05-27,33393,369,17,May
1559,Discrete Time Power Signals (Solved Problems),2018-05-26,23870,233,6,May
1560,Propositional Logic (Solved Problem 6),2018-05-26,31155,315,16,May
1561,Periodic Discrete Time Signals,2018-05-25,53457,480,28,May
1562,Discrete Time Power Signals,2018-05-25,21126,219,8,May
1563,Propositional Logic (Solved Problem 5),2018-05-25,35928,357,23,May
1564,Propositional Logic (Solved Problem 4),2018-05-24,42288,453,8,May
1565,Discrete Time Energy Signals,2018-05-23,21731,231,6,May
1566,Propositional Logic (Solved Problem 3),2018-05-23,51423,503,19,May
1567,Propositional Logic (Solved Problem 2),2018-05-21,79010,757,12,May
1568,Periodic Discrete Time Signals (Solved Problems),2018-05-20,124224,1116,39,May
1569,Propositional Logic − Logical Equivalences,2018-05-19,593780,8395,203,May
1570,"Tautology, Contradiction, Contingency & Satisfiability",2018-05-16,220884,3588,74,May
1571,Propositional Logic (Solved Problem 1),2018-05-15,68078,744,16,May
1572,Propositional Logic − Puzzle 2,2018-05-14,62948,836,32,May
1573,Conjugate Symmetric and Conjugate Antisymmetric DTS,2018-05-13,17046,196,14,May
1574,Propositional Logic − Puzzle 1,2018-05-12,125435,1512,160,May
1575,Even and Odd Parts of Discrete Time Signal,2018-05-12,25426,271,25,May
1576,Translating Sentences into Logical Expressions,2018-05-11,173001,2569,79,May
1577,Even and Odd Discrete Time Signals,2018-05-11,29373,273,7,May
1578,Propositional Logic − Precedence of Logical Operators,2018-05-10,118739,1854,43,May
1579,Logical Operators − Biconditional Operator,2018-05-09,134957,2196,71,May
1580,Regular Languages & Finite Automata (Solved Problem 3),2018-05-09,144378,1086,24,May
1581,"Converse, Contrapositive and Inverse",2018-05-08,152932,2317,87,May
1582,Logical Operators − Implication (Part 1),2018-05-08,319494,5684,486,May
1583,Multiple Operations on Discrete Time Signals (Part 2),2018-05-08,23882,270,62,May
1584,Logical Operators − Implication (Part 3),2018-05-07,102279,1286,33,May
1585,Multiple Operations on Discrete Time Signals (Part 1),2018-05-07,28280,290,32,May
1586,Logical Operators − Implication (Part 2),2018-05-06,164023,2522,75,May
1587,Multiplication of Discrete Time Signals,2018-05-04,25073,274,6,May
1588,Addition of Discrete Time Signals,2018-05-03,24194,275,7,May
1589,Operations on DTS (Amplitude Scaling & Amplitude Reversal),2018-05-03,21056,222,4,May
1590,"Operations on DTS (Time Compression, Time Expansion & Time Reversal)",2018-05-02,49721,594,17,May
1591,Operations on Discrete Time Signals (Time Shifting),2018-05-01,104080,972,27,May
1592,Sampling Theorem for Band Pass Signals,2018-05-01,87651,856,22,May
1593,Logical Operators − Exclusive OR,2018-04-30,206821,3306,265,Apr
1594,Reconstruction of Signals (Solved Problem 3),2018-04-29,44281,418,38,Apr
1595,C Programming (Rapid Fire Quiz-1),2018-04-28,480673,10282,2397,Apr
1596,Reconstruction of Signals (Solved Problem 2),2018-04-28,64461,523,39,Apr
1597,Operators in C (Solved Problem 2),2018-04-27,153582,3460,227,Apr
1598,Frequency Components Present in S(f),2018-04-27,46626,401,4,Apr
1599,"Logical Operators − Negation, Conjunction & Disjunction",2018-04-26,273652,4098,73,Apr
1600,Reconstruction of a Signal Using Practical LPF,2018-04-26,57179,544,69,Apr
1601,Reconstruction of Signals,2018-04-26,180303,2031,62,Apr
1602,Structures of Operating System,2018-04-25,473800,7484,121,Apr
1603,"Propositional Logic, Propositional Variables & Compound Propositions",2018-04-25,227341,3564,57,Apr
1604,Motivation & Introduction to Propositional Logic,2018-04-23,306742,4796,291,Apr
1605,Nyquist Rate (Solved Problem 3),2018-04-22,68353,618,103,Apr
1606,Nyquist Rate (Solved Problem 2),2018-04-22,86281,664,20,Apr
1607,Nyquist Rate (Solved Problem 1),2018-04-21,134259,1043,122,Apr
1608,Regular Languages & Finite Automata (Solved Problem 2),2018-04-20,176227,1343,11,Apr
1609,Properties of Nyquist Rate,2018-04-20,86607,896,22,Apr
1610,Nyquist Rate & Nyquist Interval,2018-04-19,203633,2065,45,Apr
1611,Operating System Design & Implementation,2018-04-19,177076,2482,44,Apr
1612,The Concept of Open Circuit,2018-04-19,116255,1473,45,Apr
1613,Regular Languages & Finite Automata (Solved Problem 1),2018-04-18,359320,2900,92,Apr
1614,Operators in C (Solved Problem 1),2018-04-17,147513,2470,74,Apr
1615,Sampling Theorem,2018-04-16,662601,8021,245,Apr
1616,Precedence and Associativity of Operators,2018-04-15,304395,5794,430,Apr
1617,Introduction to Discrete Mathematics,2018-04-14,989836,13688,256,Apr
1618,The Concept of Short Circuit,2018-04-13,257196,3719,132,Apr
1619,Ohm's Law,2018-04-13,71442,785,22,Apr
1620,Circuit Elements (Resistor),2018-04-12,70640,786,19,Apr
1621,Comma Operator in C,2018-04-09,158886,3217,376,Apr
1622,Conditional Operator in C,2018-04-08,219286,4006,407,Apr
1623,Electric Power (Solved Problem),2018-04-08,72468,848,55,Apr
1624,Assignment Operators in C,2018-04-07,188407,2952,433,Apr
1625,Electric Power,2018-04-07,80607,873,68,Apr
1626,Bitwise Operators in C (Part 4),2018-04-06,225258,4291,736,Apr
1627,Bitwise Operators in C (Part 3),2018-04-05,237286,3946,59,Apr
1628,Electric Potential Difference (Voltage),2018-04-05,86478,895,19,Apr
1629,Bitwise Operators in C (Part 2),2018-04-04,304281,5392,106,Apr
1630,Bitwise Operators in C (Part 1),2018-04-03,647507,11358,189,Apr
1631,Is Current a Scalar or a Vector Quantity?,2018-04-03,90164,1136,82,Apr
1632,Conventional Current vs. Electron Current,2018-03-30,123824,1658,182,Mar
1633,Electric Current,2018-03-29,89126,899,36,Mar
1634,Logical Operators in C,2018-03-28,344722,6750,157,Mar
1635,Laplace Transform (Solved Problem 14),2018-03-28,28068,287,15,Mar
1636,System Programs,2018-03-28,231202,3272,51,Mar
1637,Laplace Transform (Solved Problem 13),2018-03-27,31094,277,79,Mar
1638,Relational Operators in C,2018-03-27,181215,2764,52,Mar
1639,Law of Conservation of Charge,2018-03-26,116157,1157,39,Mar
1640,Increment and Decrement Operators in C (Part 2),2018-03-25,216108,4594,1136,Mar
1641,Laplace Transform (Solved Problem 12),2018-03-24,35329,364,74,Mar
1642,Increment and Decrement Operators in C (Part 1),2018-03-23,341072,6630,170,Mar
1643,Arithmetic Operators in C,2018-03-21,254443,3983,76,Mar
1644,Electric Charge,2018-03-21,178697,1994,208,Mar
1645,Introduction to Operators in C,2018-03-20,242731,3883,47,Mar
1646,Types of System Calls,2018-03-20,322080,4468,61,Mar
1647,Introduction to Network Theory,2018-03-20,600306,4223,243,Mar
1648,C Programming (Important Questions Set 3),2018-03-19,370975,7320,269,Mar
1649,Laplace Transform to Solve Differential Equations,2018-03-19,57171,589,24,Mar
1650,Basic Input Function – scanf,2018-03-18,158203,2526,54,Mar
1651,ROC and Stability of Causal LTI Systems,2018-03-17,33885,304,42,Mar
1652,C Programming (Important Questions Set 2),2018-03-16,499544,10110,235,Mar
1653,Inverse Laplace Transform (Solved Problem),2018-03-16,36974,298,17,Mar
1654,Constants in C (Part 2),2018-03-15,146140,2223,35,Mar
1655,System Calls,2018-03-15,608217,9690,180,Mar
1656,Inverse Laplace Transform,2018-03-15,68691,726,14,Mar
1657,Laplace Transform (Solved Problem 11),2018-03-13,27085,223,8,Mar
1658,Constants in C (Part 1),2018-03-13,227593,3621,92,Mar
1659,Variable Modifiers − Static,2018-03-12,219047,3661,129,Mar
1660,Laplace Transform (Solved Problem 10),2018-03-12,27853,198,27,Mar
1661,User Operating System Interface,2018-03-12,226848,3357,68,Mar
1662,Variable Modifiers − Register,2018-03-10,180588,2409,50,Mar
1663,Variable Modifiers − Auto & Extern,2018-03-09,296033,4983,187,Mar
1664,Scope of Variables - Local vs Global,2018-03-08,344540,5947,144,Mar
1665,Laplace Transform (Solved Problems 8 & 9),2018-03-08,29828,240,18,Mar
1666,C Programming (Important Questions Set 1),2018-03-07,1312058,25282,445,Mar
1667,Laplace Transform (Solved Problem 7),2018-03-07,30515,293,154,Mar
1668,"Fundamental Data Types − Float, Double & Long Double",2018-03-07,314711,4414,159,Mar
1669,Laplace Transform (Solved Problem 6),2018-03-06,31656,236,3,Mar
1670,Laplace Transform (Solved Problem 5),2018-03-06,34395,248,12,Mar
1671,Operating System Services,2018-03-05,344235,5687,99,Mar
1672,Fundamental Data Types − Character,2018-03-05,303936,4268,95,Mar
1673,Laplace Transform (Solved Problem 4),2018-03-05,38141,322,11,Mar
1674,Exceeding The Valid Range of Data Types,2018-03-04,296544,4297,101,Mar
1675,Laplace Transform (Solved Problem 3),2018-03-04,41858,322,14,Mar
1676,Laplace Transform (Solved Problem 2),2018-03-03,45854,288,20,Mar
1677,Laplace Transform (Solved Problem 1),2018-03-02,72226,419,10,Mar
1678,Fundamental Data Types − Integer (Part 2),2018-02-28,345474,4327,115,Feb
1679,Operating System Structure,2018-02-27,412078,5158,74,Feb
1680,Fundamental Data Types − Integer (Part 1),2018-02-26,432874,5165,76,Feb
1681,Laplace Transform of Basic Signals [Sinω₀t.u(t)],2018-02-25,47171,395,10,Feb
1682,Laplace Transform of Basic Signals [Cosω₀t.u(t)],2018-02-25,62812,506,15,Feb
1683,Basic Output Function – printf,2018-02-23,485811,5880,167,Feb
